"scaff" "geneID" "CHROM"
"1" "ScA8VGg_100;HRSCAF=169" "LOC110178064" "NA"
"1390" "ScA8VGg_542;HRSCAF=776" "LOC110182683" "2L"
"1391" "ScA8VGg_542;HRSCAF=776" "LOC110182686" "2L"
"1392" "ScA8VGg_542;HRSCAF=776" "LOC110182684" "2L"
"1393" "ScA8VGg_542;HRSCAF=776" "LOC110182689" "2L"
"1394" "ScA8VGg_542;HRSCAF=776" "LOC110182685" "2L"
"1395" "ScA8VGg_542;HRSCAF=776" "LOC110182672" "2L"
"1396" "ScA8VGg_542;HRSCAF=776" "LOC110182658" "2L"
"1397" "ScA8VGg_542;HRSCAF=776" "LOC110182674" "2L"
"1398" "ScA8VGg_542;HRSCAF=776" "LOC110182659" "2L"
"1399" "ScA8VGg_542;HRSCAF=776" "LOC110182660" "2L"
"1400" "ScA8VGg_542;HRSCAF=776" "LOC110182677" "2L"
"1401" "ScA8VGg_542;HRSCAF=776" "LOC110182664" "2L"
"1402" "ScA8VGg_542;HRSCAF=776" "LOC110182655" "2L"
"1403" "ScA8VGg_542;HRSCAF=776" "LOC110182687" "2L"
"1404" "ScA8VGg_542;HRSCAF=776" "LOC110182681" "2L"
"1405" "ScA8VGg_542;HRSCAF=776" "LOC110182678" "2L"
"1406" "ScA8VGg_542;HRSCAF=776" "LOC110182670" "2L"
"1407" "ScA8VGg_542;HRSCAF=776" "LOC110182688" "2L"
"1408" "ScA8VGg_542;HRSCAF=776" "LOC110182691" "2L"
"1409" "ScA8VGg_542;HRSCAF=776" "LOC110182692" "2L"
"1410" "ScA8VGg_542;HRSCAF=776" "LOC110182663" "2L"
"1411" "ScA8VGg_542;HRSCAF=776" "LOC110182661" "2L"
"1412" "ScA8VGg_542;HRSCAF=776" "LOC110182662" "2L"
"1413" "ScA8VGg_542;HRSCAF=776" "LOC110182668" "2L"
"1414" "ScA8VGg_542;HRSCAF=776" "LOC110182669" "2L"
"1415" "ScA8VGg_542;HRSCAF=776" "LOC110182675" "2L"
"1416" "ScA8VGg_542;HRSCAF=776" "LOC110182666" "2L"
"1417" "ScA8VGg_542;HRSCAF=776" "LOC110182682" "2L"
"1418" "ScA8VGg_542;HRSCAF=776" "LOC110182656" "2L"
"1419" "ScA8VGg_542;HRSCAF=776" "LOC110182680" "2L"
"1420" "ScA8VGg_542;HRSCAF=776" "LOC110182657" "2L"
"1421" "ScA8VGg_542;HRSCAF=776" "LOC110182667" "2L"
"1422" "ScA8VGg_542;HRSCAF=776" "LOC110182665" "2L"
"1423" "ScA8VGg_542;HRSCAF=776" "LOC110182690" "2L"
"1424" "ScA8VGg_542;HRSCAF=776" "LOC110182673" "2L"
"1425" "ScA8VGg_542;HRSCAF=776" "LOC110182679" "2L"
"1426" "ScA8VGg_542;HRSCAF=776" "LOC110182693" "2L"
"1427" "ScA8VGg_542;HRSCAF=776" "LOC110182694" "2L"
"1428" "ScA8VGg_542;HRSCAF=776" "LOC110182671" "2L"
"1429" "ScA8VGg_542;HRSCAF=776" "LOC110180304" "2L"
"1430" "ScA8VGg_542;HRSCAF=776" "LOC110180301" "2L"
"1431" "ScA8VGg_542;HRSCAF=776" "LOC110180302" "2L"
"1432" "ScA8VGg_542;HRSCAF=776" "LOC110180300" "2L"
"1433" "ScA8VGg_542;HRSCAF=776" "LOC110180309" "2L"
"1434" "ScA8VGg_542;HRSCAF=776" "LOC110180311" "2L"
"1435" "ScA8VGg_542;HRSCAF=776" "LOC110180316" "2L"
"1436" "ScA8VGg_542;HRSCAF=776" "LOC110182708" "2L"
"1437" "ScA8VGg_542;HRSCAF=776" "LOC110182696" "2L"
"1438" "ScA8VGg_542;HRSCAF=776" "LOC110182698" "2L"
"1439" "ScA8VGg_542;HRSCAF=776" "LOC110182699" "2L"
"1440" "ScA8VGg_542;HRSCAF=776" "LOC110182704" "2L"
"1441" "ScA8VGg_542;HRSCAF=776" "LOC110182716" "2L"
"1442" "ScA8VGg_542;HRSCAF=776" "LOC110182712" "2L"
"1443" "ScA8VGg_542;HRSCAF=776" "LOC110182710" "2L"
"1444" "ScA8VGg_542;HRSCAF=776" "LOC110182705" "2L"
"1445" "ScA8VGg_542;HRSCAF=776" "LOC110182701" "2L"
"1446" "ScA8VGg_542;HRSCAF=776" "LOC110182719" "2L"
"1447" "ScA8VGg_542;HRSCAF=776" "LOC110182700" "2L"
"1448" "ScA8VGg_542;HRSCAF=776" "LOC110182703" "2L"
"1449" "ScA8VGg_542;HRSCAF=776" "LOC110182695" "2L"
"1450" "ScA8VGg_542;HRSCAF=776" "LOC110182714" "2L"
"1451" "ScA8VGg_542;HRSCAF=776" "LOC110182706" "2L"
"1452" "ScA8VGg_542;HRSCAF=776" "LOC110182702" "2L"
"1453" "ScA8VGg_542;HRSCAF=776" "LOC110182707" "2L"
"1454" "ScA8VGg_542;HRSCAF=776" "LOC110182717" "2L"
"1455" "ScA8VGg_542;HRSCAF=776" "LOC110182697" "2L"
"1456" "ScA8VGg_542;HRSCAF=776" "LOC110182720" "2L"
"1457" "ScA8VGg_542;HRSCAF=776" "LOC110182709" "2L"
"1458" "ScA8VGg_542;HRSCAF=776" "LOC110182713" "2L"
"1459" "ScA8VGg_542;HRSCAF=776" "LOC110182715" "2L"
"1460" "ScA8VGg_542;HRSCAF=776" "LOC110182718" "2L"
"1461" "ScA8VGg_542;HRSCAF=776" "LOC110180313" "2L"
"1462" "ScA8VGg_542;HRSCAF=776" "LOC110180306" "2L"
"1463" "ScA8VGg_542;HRSCAF=776" "LOC110180307" "2L"
"1464" "ScA8VGg_542;HRSCAF=776" "LOC110180308" "2L"
"1465" "ScA8VGg_542;HRSCAF=776" "LOC110180610" "2L"
"1466" "ScA8VGg_542;HRSCAF=776" "LOC110180609" "2L"
"1467" "ScA8VGg_542;HRSCAF=776" "LOC110180612" "2L"
"1468" "ScA8VGg_542;HRSCAF=776" "LOC110182721" "2L"
"1469" "ScA8VGg_542;HRSCAF=776" "LOC110182737" "2L"
"1470" "ScA8VGg_542;HRSCAF=776" "LOC110182726" "2L"
"1471" "ScA8VGg_542;HRSCAF=776" "LOC110182723" "2L"
"1472" "ScA8VGg_542;HRSCAF=776" "LOC110182738" "2L"
"1473" "ScA8VGg_542;HRSCAF=776" "LOC110182728" "2L"
"1474" "ScA8VGg_542;HRSCAF=776" "LOC110182739" "2L"
"1475" "ScA8VGg_542;HRSCAF=776" "LOC110182740" "2L"
"1476" "ScA8VGg_542;HRSCAF=776" "LOC110182741" "2L"
"1477" "ScA8VGg_542;HRSCAF=776" "LOC110182730" "2L"
"1478" "ScA8VGg_542;HRSCAF=776" "LOC110182727" "2L"
"1479" "ScA8VGg_542;HRSCAF=776" "LOC110182733" "2L"
"1480" "ScA8VGg_542;HRSCAF=776" "LOC110182732" "2L"
"1481" "ScA8VGg_542;HRSCAF=776" "LOC110182743" "2L"
"1482" "ScA8VGg_542;HRSCAF=776" "LOC110182744" "2L"
"1483" "ScA8VGg_542;HRSCAF=776" "LOC110182724" "2L"
"1484" "ScA8VGg_542;HRSCAF=776" "LOC110182725" "2L"
"1485" "ScA8VGg_542;HRSCAF=776" "LOC110182745" "2L"
"1486" "ScA8VGg_542;HRSCAF=776" "LOC110182729" "2L"
"1487" "ScA8VGg_542;HRSCAF=776" "LOC110182747" "2L"
"1488" "ScA8VGg_542;HRSCAF=776" "LOC110182749" "2L"
"1489" "ScA8VGg_542;HRSCAF=776" "LOC110182734" "2L"
"1490" "ScA8VGg_542;HRSCAF=776" "LOC110182722" "2L"
"1491" "ScA8VGg_542;HRSCAF=776" "LOC110182736" "2L"
"1492" "ScA8VGg_542;HRSCAF=776" "LOC110182735" "2L"
"1493" "ScA8VGg_542;HRSCAF=776" "LOC110180588" "2L"
"1494" "ScA8VGg_542;HRSCAF=776" "LOC110180589" "2L"
"1495" "ScA8VGg_542;HRSCAF=776" "LOC110180580" "2L"
"1496" "ScA8VGg_542;HRSCAF=776" "LOC110180584" "2L"
"1497" "ScA8VGg_542;HRSCAF=776" "LOC110180583" "2L"
"1498" "ScA8VGg_542;HRSCAF=776" "LOC110180585" "2L"
"1499" "ScA8VGg_542;HRSCAF=776" "LOC110180586" "2L"
"1500" "ScA8VGg_542;HRSCAF=776" "LOC110180581" "2L"
"1501" "ScA8VGg_542;HRSCAF=776" "LOC110180582" "2L"
"1502" "ScA8VGg_542;HRSCAF=776" "LOC110180587" "2L"
"1503" "ScA8VGg_542;HRSCAF=776" "LOC110181459" "2L"
"1504" "ScA8VGg_542;HRSCAF=776" "LOC110181466" "2L"
"1505" "ScA8VGg_542;HRSCAF=776" "LOC110181462" "2L"
"1506" "ScA8VGg_542;HRSCAF=776" "LOC110181465" "2L"
"1507" "ScA8VGg_542;HRSCAF=776" "LOC110181464" "2L"
"1508" "ScA8VGg_542;HRSCAF=776" "LOC110181463" "2L"
"1509" "ScA8VGg_542;HRSCAF=776" "LOC110181458" "2L"
"1510" "ScA8VGg_542;HRSCAF=776" "LOC110181460" "2L"
"1511" "ScA8VGg_542;HRSCAF=776" "LOC110181461" "2L"
"1512" "ScA8VGg_542;HRSCAF=776" "LOC110179851" "2L"
"1513" "ScA8VGg_542;HRSCAF=776" "LOC110179871" "2L"
"1514" "ScA8VGg_542;HRSCAF=776" "LOC110179870" "2L"
"1515" "ScA8VGg_542;HRSCAF=776" "LOC110179865" "2L"
"1516" "ScA8VGg_542;HRSCAF=776" "LOC110179873" "2L"
"1517" "ScA8VGg_542;HRSCAF=776" "LOC110179866" "2L"
"1518" "ScA8VGg_542;HRSCAF=776" "LOC110179867" "2L"
"1519" "ScA8VGg_542;HRSCAF=776" "LOC110179869" "2L"
"1520" "ScA8VGg_542;HRSCAF=776" "LOC110179868" "2L"
"1521" "ScA8VGg_542;HRSCAF=776" "LOC110179859" "2L"
"1522" "ScA8VGg_542;HRSCAF=776" "LOC110181415" "2L"
"1523" "ScA8VGg_542;HRSCAF=776" "LOC110181424" "2L"
"1524" "ScA8VGg_542;HRSCAF=776" "LOC110181432" "2L"
"1525" "ScA8VGg_542;HRSCAF=776" "LOC110181429" "2L"
"1526" "ScA8VGg_542;HRSCAF=776" "LOC110181411" "2L"
"1527" "ScA8VGg_542;HRSCAF=776" "LOC110181412" "2L"
"1528" "ScA8VGg_542;HRSCAF=776" "LOC110181446" "2L"
"1529" "ScA8VGg_542;HRSCAF=776" "LOC110181421" "2L"
"1530" "ScA8VGg_542;HRSCAF=776" "LOC110181444" "2L"
"1531" "ScA8VGg_542;HRSCAF=776" "LOC110181426" "2L"
"1532" "ScA8VGg_542;HRSCAF=776" "LOC110181438" "2L"
"1533" "ScA8VGg_542;HRSCAF=776" "LOC110181418" "2L"
"1534" "ScA8VGg_542;HRSCAF=776" "LOC110181417" "2L"
"1535" "ScA8VGg_542;HRSCAF=776" "LOC110181420" "2L"
"1536" "ScA8VGg_542;HRSCAF=776" "LOC110181419" "2L"
"1537" "ScA8VGg_542;HRSCAF=776" "LOC110181436" "2L"
"1538" "ScA8VGg_542;HRSCAF=776" "LOC110181441" "2L"
"1539" "ScA8VGg_542;HRSCAF=776" "LOC110181439" "2L"
"1540" "ScA8VGg_542;HRSCAF=776" "LOC110181409" "2L"
"1541" "ScA8VGg_542;HRSCAF=776" "LOC110181437" "2L"
"1542" "ScA8VGg_542;HRSCAF=776" "LOC110181443" "2L"
"1543" "ScA8VGg_542;HRSCAF=776" "LOC110181435" "2L"
"1544" "ScA8VGg_542;HRSCAF=776" "LOC110181455" "2L"
"1545" "ScA8VGg_542;HRSCAF=776" "LOC110181433" "2L"
"1546" "ScA8VGg_542;HRSCAF=776" "LOC110181450" "2L"
"1547" "ScA8VGg_542;HRSCAF=776" "LOC110181449" "2L"
"1548" "ScA8VGg_542;HRSCAF=776" "LOC110181427" "2L"
"1549" "ScA8VGg_542;HRSCAF=776" "LOC110181440" "2L"
"1550" "ScA8VGg_542;HRSCAF=776" "LOC110181430" "2L"
"1551" "ScA8VGg_542;HRSCAF=776" "LOC110181451" "2L"
"1552" "ScA8VGg_542;HRSCAF=776" "LOC110181408" "2L"
"1553" "ScA8VGg_542;HRSCAF=776" "LOC110181453" "2L"
"1554" "ScA8VGg_542;HRSCAF=776" "LOC110181428" "2L"
"1555" "ScA8VGg_542;HRSCAF=776" "LOC110181425" "2L"
"1556" "ScA8VGg_542;HRSCAF=776" "LOC110181456" "2L"
"1557" "ScA8VGg_542;HRSCAF=776" "LOC110181414" "2L"
"1558" "ScA8VGg_542;HRSCAF=776" "LOC110181413" "2L"
"1559" "ScA8VGg_542;HRSCAF=776" "LOC110181431" "2L"
"1560" "ScA8VGg_542;HRSCAF=776" "LOC110181410" "2L"
"1561" "ScA8VGg_542;HRSCAF=776" "LOC110181442" "2L"
"1562" "ScA8VGg_542;HRSCAF=776" "LOC110181422" "2L"
"1563" "ScA8VGg_542;HRSCAF=776" "LOC110179874" "2L"
"1564" "ScA8VGg_542;HRSCAF=776" "LOC110179876" "2L"
"1565" "ScA8VGg_542;HRSCAF=776" "LOC110181346" "2L"
"1566" "ScA8VGg_542;HRSCAF=776" "LOC110181381" "2L"
"1567" "ScA8VGg_542;HRSCAF=776" "LOC110181390" "2L"
"1568" "ScA8VGg_542;HRSCAF=776" "LOC110181394" "2L"
"1569" "ScA8VGg_542;HRSCAF=776" "LOC110181354" "2L"
"1570" "ScA8VGg_542;HRSCAF=776" "LOC110181376" "2L"
"1571" "ScA8VGg_542;HRSCAF=776" "LOC110181363" "2L"
"1572" "ScA8VGg_542;HRSCAF=776" "LOC110181402" "2L"
"1573" "ScA8VGg_542;HRSCAF=776" "LOC110181401" "2L"
"1574" "ScA8VGg_542;HRSCAF=776" "LOC110181400" "2L"
"1575" "ScA8VGg_542;HRSCAF=776" "LOC110181388" "2L"
"1576" "ScA8VGg_542;HRSCAF=776" "LOC110181389" "2L"
"1577" "ScA8VGg_542;HRSCAF=776" "LOC110181380" "2L"
"1578" "ScA8VGg_542;HRSCAF=776" "LOC110181379" "2L"
"1579" "ScA8VGg_542;HRSCAF=776" "LOC110181375" "2L"
"1580" "ScA8VGg_542;HRSCAF=776" "LOC110181393" "2L"
"1581" "ScA8VGg_542;HRSCAF=776" "LOC110181386" "2L"
"1582" "ScA8VGg_542;HRSCAF=776" "LOC110181374" "2L"
"1583" "ScA8VGg_542;HRSCAF=776" "LOC110181373" "2L"
"1584" "ScA8VGg_542;HRSCAF=776" "LOC110181398" "2L"
"1585" "ScA8VGg_542;HRSCAF=776" "LOC110181397" "2L"
"1586" "ScA8VGg_542;HRSCAF=776" "LOC110181348" "2L"
"1587" "ScA8VGg_542;HRSCAF=776" "LOC110181366" "2L"
"1588" "ScA8VGg_542;HRSCAF=776" "LOC110181391" "2L"
"1589" "ScA8VGg_542;HRSCAF=776" "LOC110181392" "2L"
"1590" "ScA8VGg_542;HRSCAF=776" "LOC110181404" "2L"
"1591" "ScA8VGg_542;HRSCAF=776" "LOC110181372" "2L"
"1592" "ScA8VGg_542;HRSCAF=776" "LOC110181371" "2L"
"1593" "ScA8VGg_542;HRSCAF=776" "LOC110181407" "2L"
"1594" "ScA8VGg_542;HRSCAF=776" "LOC110181405" "2L"
"1595" "ScA8VGg_542;HRSCAF=776" "LOC110181370" "2L"
"1596" "ScA8VGg_542;HRSCAF=776" "LOC110181377" "2L"
"1597" "ScA8VGg_542;HRSCAF=776" "LOC110181364" "2L"
"1598" "ScA8VGg_542;HRSCAF=776" "LOC110181345" "2L"
"1599" "ScA8VGg_542;HRSCAF=776" "LOC110181344" "2L"
"1600" "ScA8VGg_542;HRSCAF=776" "LOC110181362" "2L"
"1601" "ScA8VGg_542;HRSCAF=776" "LOC110181382" "2L"
"1602" "ScA8VGg_542;HRSCAF=776" "LOC110181368" "2L"
"1603" "ScA8VGg_542;HRSCAF=776" "LOC110181355" "2L"
"1604" "ScA8VGg_542;HRSCAF=776" "LOC110181385" "2L"
"1605" "ScA8VGg_542;HRSCAF=776" "LOC110181361" "2L"
"1606" "ScA8VGg_542;HRSCAF=776" "LOC110181360" "2L"
"1607" "ScA8VGg_542;HRSCAF=776" "LOC110181357" "2L"
"1608" "ScA8VGg_542;HRSCAF=776" "LOC110181358" "2L"
"1609" "ScA8VGg_542;HRSCAF=776" "LOC110181356" "2L"
"1610" "ScA8VGg_542;HRSCAF=776" "LOC110181384" "2L"
"1611" "ScA8VGg_542;HRSCAF=776" "LOC110181349" "2L"
"1612" "ScA8VGg_542;HRSCAF=776" "LOC110181365" "2L"
"1613" "ScA8VGg_542;HRSCAF=776" "LOC110181369" "2L"
"1614" "ScA8VGg_542;HRSCAF=776" "LOC110181343" "2L"
"1615" "ScA8VGg_542;HRSCAF=776" "LOC110181342" "2L"
"1616" "ScA8VGg_542;HRSCAF=776" "LOC110181352" "2L"
"1617" "ScA8VGg_542;HRSCAF=776" "LOC110181351" "2L"
"1618" "ScA8VGg_542;HRSCAF=776" "LOC110181353" "2L"
"1619" "ScA8VGg_542;HRSCAF=776" "LOC110181399" "2L"
"1620" "ScA8VGg_542;HRSCAF=776" "LOC110181383" "2L"
"1621" "ScA8VGg_542;HRSCAF=776" "LOC110181395" "2L"
"1622" "ScA8VGg_542;HRSCAF=776" "LOC110178685" "2L"
"1623" "ScA8VGg_542;HRSCAF=776" "LOC110178686" "2L"
"1624" "ScA8VGg_542;HRSCAF=776" "LOC110178705" "2L"
"1625" "ScA8VGg_542;HRSCAF=776" "LOC110178703" "2L"
"1626" "ScA8VGg_542;HRSCAF=776" "LOC110178702" "2L"
"1627" "ScA8VGg_542;HRSCAF=776" "LOC110178704" "2L"
"1628" "ScA8VGg_542;HRSCAF=776" "LOC110178701" "2L"
"1629" "ScA8VGg_542;HRSCAF=776" "LOC110181338" "2L"
"1630" "ScA8VGg_542;HRSCAF=776" "LOC110181336" "2L"
"1631" "ScA8VGg_542;HRSCAF=776" "LOC110181323" "2L"
"1632" "ScA8VGg_542;HRSCAF=776" "LOC110181324" "2L"
"1633" "ScA8VGg_542;HRSCAF=776" "LOC110181339" "2L"
"1634" "ScA8VGg_542;HRSCAF=776" "LOC110181325" "2L"
"1635" "ScA8VGg_542;HRSCAF=776" "LOC110181328" "2L"
"1636" "ScA8VGg_542;HRSCAF=776" "LOC110181326" "2L"
"1637" "ScA8VGg_542;HRSCAF=776" "LOC110181327" "2L"
"1638" "ScA8VGg_542;HRSCAF=776" "LOC110181334" "2L"
"1639" "ScA8VGg_542;HRSCAF=776" "LOC110181329" "2L"
"1640" "ScA8VGg_542;HRSCAF=776" "LOC110181330" "2L"
"1641" "ScA8VGg_542;HRSCAF=776" "LOC110181335" "2L"
"1642" "ScA8VGg_542;HRSCAF=776" "LOC110181332" "2L"
"1643" "ScA8VGg_542;HRSCAF=776" "LOC110181333" "2L"
"1644" "ScA8VGg_542;HRSCAF=776" "LOC110178068" "2L"
"1645" "ScA8VGg_542;HRSCAF=776" "LOC110178067" "2L"
"1646" "ScA8VGg_542;HRSCAF=776" "LOC110178065" "2L"
"1647" "ScA8VGg_542;HRSCAF=776" "LOC110178060" "2L"
"1648" "ScA8VGg_542;HRSCAF=776" "LOC110183810" "2L"
"1649" "ScA8VGg_542;HRSCAF=776" "LOC110183807" "2L"
"1650" "ScA8VGg_542;HRSCAF=776" "LOC110183809" "2L"
"1651" "ScA8VGg_542;HRSCAF=776" "LOC110183808" "2L"
"1652" "ScA8VGg_542;HRSCAF=776" "LOC110183811" "2L"
"1653" "ScA8VGg_542;HRSCAF=776" "LOC110183788" "2L"
"1654" "ScA8VGg_542;HRSCAF=776" "LOC110183778" "2L"
"1655" "ScA8VGg_542;HRSCAF=776" "LOC110183806" "2L"
"1656" "ScA8VGg_542;HRSCAF=776" "LOC110183757" "2L"
"1657" "ScA8VGg_542;HRSCAF=776" "LOC110183753" "2L"
"1658" "ScA8VGg_542;HRSCAF=776" "LOC110183767" "2L"
"1659" "ScA8VGg_542;HRSCAF=776" "LOC110183766" "2L"
"1660" "ScA8VGg_542;HRSCAF=776" "LOC110183749" "2L"
"1661" "ScA8VGg_542;HRSCAF=776" "LOC110183758" "2L"
"1662" "ScA8VGg_542;HRSCAF=776" "LOC110183750" "2L"
"1663" "ScA8VGg_542;HRSCAF=776" "LOC110183780" "2L"
"1664" "ScA8VGg_542;HRSCAF=776" "LOC110183785" "2L"
"1665" "ScA8VGg_542;HRSCAF=776" "LOC110183782" "2L"
"1666" "ScA8VGg_542;HRSCAF=776" "LOC110183793" "2L"
"1667" "ScA8VGg_542;HRSCAF=776" "LOC110183756" "2L"
"1668" "ScA8VGg_542;HRSCAF=776" "LOC110183759" "2L"
"1669" "ScA8VGg_542;HRSCAF=776" "LOC110183761" "2L"
"1670" "ScA8VGg_542;HRSCAF=776" "LOC110183742" "2L"
"1671" "ScA8VGg_542;HRSCAF=776" "LOC110183789" "2L"
"1672" "ScA8VGg_542;HRSCAF=776" "LOC110183791" "2L"
"1673" "ScA8VGg_542;HRSCAF=776" "LOC110183790" "2L"
"1674" "ScA8VGg_542;HRSCAF=776" "LOC110183762" "2L"
"1675" "ScA8VGg_542;HRSCAF=776" "LOC110183801" "2L"
"1676" "ScA8VGg_542;HRSCAF=776" "LOC110183797" "2L"
"1677" "ScA8VGg_542;HRSCAF=776" "LOC110183798" "2L"
"1678" "ScA8VGg_542;HRSCAF=776" "LOC110183754" "2L"
"1679" "ScA8VGg_542;HRSCAF=776" "LOC110183771" "2L"
"1680" "ScA8VGg_542;HRSCAF=776" "LOC110183802" "2L"
"1681" "ScA8VGg_542;HRSCAF=776" "LOC110183763" "2L"
"1682" "ScA8VGg_542;HRSCAF=776" "LOC110183746" "2L"
"1683" "ScA8VGg_542;HRSCAF=776" "LOC110183735" "2L"
"1684" "ScA8VGg_542;HRSCAF=776" "LOC110183736" "2L"
"1685" "ScA8VGg_542;HRSCAF=776" "LOC110183734" "2L"
"1686" "ScA8VGg_542;HRSCAF=776" "LOC110183747" "2L"
"1687" "ScA8VGg_542;HRSCAF=776" "LOC110183748" "2L"
"1688" "ScA8VGg_542;HRSCAF=776" "LOC110183794" "2L"
"1689" "ScA8VGg_542;HRSCAF=776" "LOC110183796" "2L"
"1690" "ScA8VGg_542;HRSCAF=776" "LOC110183769" "2L"
"1691" "ScA8VGg_542;HRSCAF=776" "LOC110183774" "2L"
"1692" "ScA8VGg_542;HRSCAF=776" "LOC110183741" "2L"
"1693" "ScA8VGg_542;HRSCAF=776" "LOC110183779" "2L"
"1694" "ScA8VGg_542;HRSCAF=776" "LOC110183784" "2L"
"1695" "ScA8VGg_542;HRSCAF=776" "LOC110183805" "2L"
"1696" "ScA8VGg_542;HRSCAF=776" "LOC110183743" "2L"
"1697" "ScA8VGg_542;HRSCAF=776" "LOC110183786" "2L"
"1698" "ScA8VGg_542;HRSCAF=776" "LOC110183768" "2L"
"1699" "ScA8VGg_542;HRSCAF=776" "LOC110183812" "2L"
"1700" "ScA8VGg_542;HRSCAF=776" "LOC110183773" "2L"
"1701" "ScA8VGg_542;HRSCAF=776" "LOC110183772" "2L"
"1702" "ScA8VGg_542;HRSCAF=776" "LOC110183795" "2L"
"1703" "ScA8VGg_542;HRSCAF=776" "LOC110183803" "2L"
"1704" "ScA8VGg_542;HRSCAF=776" "LOC110183765" "2L"
"1705" "ScA8VGg_542;HRSCAF=776" "LOC110183776" "2L"
"1706" "ScA8VGg_542;HRSCAF=776" "LOC110183775" "2L"
"1707" "ScA8VGg_542;HRSCAF=776" "LOC110183777" "2L"
"1708" "ScA8VGg_542;HRSCAF=776" "LOC110183737" "2L"
"1709" "ScA8VGg_542;HRSCAF=776" "LOC110183740" "2L"
"1710" "ScA8VGg_542;HRSCAF=776" "LOC110183738" "2L"
"1711" "ScA8VGg_542;HRSCAF=776" "LOC110183813" "2L"
"1712" "ScA8VGg_542;HRSCAF=776" "LOC110183817" "2L"
"1713" "ScA8VGg_542;HRSCAF=776" "LOC110183814" "2L"
"1714" "ScA8VGg_542;HRSCAF=776" "LOC110183816" "2L"
"1715" "ScA8VGg_542;HRSCAF=776" "LOC110183783" "2L"
"1716" "ScA8VGg_542;HRSCAF=776" "LOC110183752" "2L"
"1717" "ScA8VGg_542;HRSCAF=776" "LOC110183751" "2L"
"1718" "ScA8VGg_542;HRSCAF=776" "LOC110179290" "2L"
"1719" "ScA8VGg_542;HRSCAF=776" "LOC110179291" "2L"
"1720" "ScA8VGg_542;HRSCAF=776" "LOC110179293" "2L"
"1721" "ScA8VGg_542;HRSCAF=776" "LOC110178053" "2L"
"1722" "ScA8VGg_542;HRSCAF=776" "LOC110178058" "2L"
"1723" "ScA8VGg_542;HRSCAF=776" "LOC110183820" "2L"
"1724" "ScA8VGg_542;HRSCAF=776" "LOC110183823" "2L"
"1725" "ScA8VGg_542;HRSCAF=776" "LOC110183822" "2L"
"1726" "ScA8VGg_542;HRSCAF=776" "LOC110183821" "2L"
"1727" "ScA8VGg_542;HRSCAF=776" "LOC110183831" "2L"
"1728" "ScA8VGg_542;HRSCAF=776" "LOC110183840" "2L"
"1729" "ScA8VGg_542;HRSCAF=776" "LOC110183839" "2L"
"1730" "ScA8VGg_542;HRSCAF=776" "LOC110183841" "2L"
"1731" "ScA8VGg_542;HRSCAF=776" "LOC110183838" "2L"
"1732" "ScA8VGg_542;HRSCAF=776" "LOC110183827" "2L"
"1733" "ScA8VGg_542;HRSCAF=776" "LOC110183829" "2L"
"1734" "ScA8VGg_542;HRSCAF=776" "LOC110183828" "2L"
"1735" "ScA8VGg_542;HRSCAF=776" "LOC110183824" "2L"
"1736" "ScA8VGg_542;HRSCAF=776" "LOC110183845" "2L"
"1737" "ScA8VGg_542;HRSCAF=776" "LOC110183844" "2L"
"1738" "ScA8VGg_542;HRSCAF=776" "LOC110183849" "2L"
"1739" "ScA8VGg_542;HRSCAF=776" "LOC110183837" "2L"
"1740" "ScA8VGg_542;HRSCAF=776" "LOC110183847" "2L"
"1741" "ScA8VGg_542;HRSCAF=776" "LOC110183854" "2L"
"1742" "ScA8VGg_542;HRSCAF=776" "LOC110183853" "2L"
"1743" "ScA8VGg_542;HRSCAF=776" "LOC110183850" "2L"
"1744" "ScA8VGg_542;HRSCAF=776" "LOC110183851" "2L"
"1745" "ScA8VGg_542;HRSCAF=776" "LOC110183852" "2L"
"1746" "ScA8VGg_542;HRSCAF=776" "LOC110183833" "2L"
"1747" "ScA8VGg_542;HRSCAF=776" "LOC110183843" "2L"
"1748" "ScA8VGg_542;HRSCAF=776" "LOC110183830" "2L"
"1749" "ScA8VGg_542;HRSCAF=776" "LOC110183842" "2L"
"1750" "ScA8VGg_542;HRSCAF=776" "LOC110183855" "2L"
"1751" "ScA8VGg_542;HRSCAF=776" "LOC110183858" "2L"
"1752" "ScA8VGg_542;HRSCAF=776" "LOC110183856" "2L"
"1753" "ScA8VGg_542;HRSCAF=776" "LOC110183857" "2L"
"1754" "ScA8VGg_542;HRSCAF=776" "LOC110183860" "2L"
"1755" "ScA8VGg_542;HRSCAF=776" "LOC110183866" "2L"
"1756" "ScA8VGg_542;HRSCAF=776" "LOC110183868" "2L"
"1757" "ScA8VGg_542;HRSCAF=776" "LOC110183870" "2L"
"1758" "ScA8VGg_542;HRSCAF=776" "LOC110183869" "2L"
"1759" "ScA8VGg_542;HRSCAF=776" "LOC110183871" "2L"
"1760" "ScA8VGg_542;HRSCAF=776" "LOC110183872" "2L"
"1761" "ScA8VGg_542;HRSCAF=776" "LOC110183862" "2L"
"1762" "ScA8VGg_542;HRSCAF=776" "LOC110183863" "2L"
"1763" "ScA8VGg_542;HRSCAF=776" "LOC110183875" "2L"
"1764" "ScA8VGg_542;HRSCAF=776" "LOC110183874" "2L"
"1765" "ScA8VGg_542;HRSCAF=776" "LOC110183876" "2L"
